	Paralogs
5997	NP_001003637.1
5998	NP_001003733.1
5999	NP_001003736.1
6000	NP_001003756.1
6001	NP_001003758.1
6002	NP_001003761.1
6003	NP_001003764.1
6004	NP_001003765.1
6005	NP_001003769.2
6006	NP_001003771.1
6007	NP_001003779.1
6008	NP_001003781.1
6009	NP_001003782.1
6010	NP_001003784.2
6011	NP_001003833.2
6012	NP_001003836.1
6013	NP_001003838.1
6014	NP_001003840.1
6015	NP_001003843.1
6016	NP_001003850.1
6017	NP_001003851.1
6018	NP_001003860.1
6019	NP_001003863.1
6020	NP_001003878.2
6021	NP_001003881.1
6022	NP_001003888.1
6023	NP_001003889.1
6024	NP_001003980.1
6025	NP_001003996.1
6026	NP_001003998.1
6027	NP_001004001.1
6028	NP_001004005.1
6029	NP_001004011.1
6030	NP_001004012.1
6031	NP_001004013.1
6032	NP_001004015.1
6033	NP_001004117.2
6034	NP_001004290.1
6035	NP_001004503.1
6036	NP_001004514.1
6037	NP_001004531.1
6038	NP_001004537.1
6039	NP_001004541.1
6040	NP_001004546.1
6041	NP_001004554.1
6042	NP_001004555.2
6043	NP_001004560.1
6044	NP_001004565.2
6045	NP_001004575.1
6046	NP_001004578.1
6047	NP_001004580.1
6048	NP_001004591.1
6049	NP_001004598.1
6050	NP_001004599.2
6051	NP_001004601.1
6052	NP_001004607.1
6053	NP_001004612.1
6054	NP_001004614.2
6055	NP_001004615.1
6056	NP_001004619.1
6057	NP_001004624.1
6058	NP_001004625.1
6059	NP_001004630.1
6060	NP_001004638.1
6061	NP_001004639.2
6062	NP_001004641.1
6063	NP_001004643.1
6064	NP_001004651.1
6065	NP_001004653.1
6066	NP_001004665.1
6067	NP_001004667.1
6068	NP_001004668.1
6069	NP_001004671.1
6070	NP_001004675.1
6071	NP_001004679.1
6072	NP_001004682.1
6073	NP_001004683.1
6074	NP_001005206.1
6075	NP_001005390.1
6076	NP_001005391.2
6077	NP_001005397.1
6078	NP_001005601.1
6079	NP_001005603.1
6080	NP_001005919.1
6081	NP_001005923.2
6082	NP_001005926.2
6083	NP_001005939.1
6084	NP_001005942.1
6085	NP_001005949.1
6086	NP_001005959.1
6087	NP_001005960.1
6088	NP_001005984.1
6089	NP_001005988.1
6090	NP_001005993.1
6091	NP_001005994.1
6092	NP_001006004.1
6093	NP_001006010.1
6094	NP_001006013.2
6095	NP_001006015.1
6096	NP_001006019.1
6097	NP_001006021.1
6098	NP_001006022.1
6099	NP_001006030.1
6100	NP_001006032.1
6101	NP_001006034.1
6102	NP_001006040.1
6103	NP_001006048.1
6104	NP_001006055.1
6105	NP_001006058.1
6106	NP_001006061.1
6107	NP_001006067.1
6108	NP_001006069.1
6109	NP_001006084.1
6110	NP_001006091.1
6111	NP_001006095.1
6112	NP_001006104.1
6113	NP_001007030.1
6114	NP_001007032.1
6115	NP_001007055.1
6116	NP_001007060.1
6117	NP_001007062.1
6118	NP_001007121.2
6119	NP_001007154.1
6120	NP_001007159.1
6121	NP_001007160.2
6122	NP_001007163.1
6123	NP_001007180.2
6124	NP_001007184.2
6125	NP_001007188.1
6126	NP_001007199.1
6127	NP_001007201.1
6128	NP_001007207.2
6129	NP_001007208.1
6130	NP_001007216.1
6131	NP_001007281.1
6132	NP_001007291.2
6133	NP_001007297.1
6134	NP_001007299.1
6135	NP_001007305.1
6136	NP_001007314.1
6137	NP_001007316.1
6138	NP_001007318.1
6139	NP_001007319.1
6140	NP_001007324.2
6141	NP_001007329.1
6142	NP_001007330.2
6143	NP_001007332.1
6144	NP_001007334.1
6145	NP_001007341.1
6146	NP_001007353.1
6147	NP_001007358.1
6148	NP_001007362.1
6149	NP_001007363.1
6150	NP_001007374.1
6151	NP_001007378.2
6152	NP_001007380.1
6153	NP_001007383.1
6154	NP_001007384.2
6155	NP_001007392.2
6156	NP_001007397.2
6157	NP_001007406.1
6158	NP_001007409.1
6159	NP_001007414.1
6160	NP_001007426.2
6161	NP_001007432.1
6162	NP_001007437.1
6163	NP_001007459.2
6164	NP_001007766.1
6165	NP_001007767.1
6166	NP_001007771.1
6167	NP_001007780.1
6168	NP_001007785.1
6169	NP_001008400.1
6170	NP_001008573.1
6171	NP_001008581.1
6172	NP_001008582.4
6173	NP_001008587.1
6174	NP_001008594.1
6175	NP_001008603.2
6176	NP_001008608.1
6177	NP_001008611.1
6178	NP_001008613.1
6179	NP_001008619.1
6180	NP_001008625.1
6181	NP_001008628.1
6182	NP_001008648.1
6183	NP_001008651.1
6184	NP_001008733.1
6185	NP_001008734.1
6186	NP_001009557.1
6187	NP_001009564.2
6188	NP_001009887.2
6189	NP_001009897.1
6190	NP_001012242.1
6191	NP_001012254.1
6192	NP_001012258.1
6193	NP_001012259.1
6194	NP_001012312.2
6195	NP_001012315.1
6196	NP_001012365.2
6197	NP_001012386.1
6198	NP_001012498.1
6199	NP_001012508.1
6200	NP_001012511.1
6201	NP_001012515.1
6202	NP_001012636.1
6203	NP_001013284.1
6204	NP_001013288.2
6205	NP_001013294.1
6206	NP_001013296.1
6207	NP_001013297.1
6208	NP_001013307.1
6209	NP_001013309.2
6210	NP_001013311.1
6211	NP_001013336.1
6212	NP_001013345.1
6213	NP_001013348.1
6214	NP_001013352.1
6215	NP_001013354.1
6216	NP_001013355.1
6217	NP_001013357.1
6218	NP_001013362.1
6219	NP_001013363.1
6220	NP_001013472.1
6221	NP_001013474.1
6222	NP_001013476.1
6223	NP_001013483.1
6224	NP_001013484.1
6225	NP_001013486.1
6226	NP_001013489.2
6227	NP_001013495.2
6228	NP_001013498.2
6229	NP_001013506.1
6230	NP_001013510.1
6231	NP_001013516.1
6232	NP_001013526.1
6233	NP_001013530.1
6234	NP_001013548.1
6235	NP_001013563.2
6236	NP_001013566.1
6237	NP_001013569.1
6238	NP_001013581.1
6239	NP_001013588.1
6240	NP_001014311.1
6241	NP_001014316.1
6242	NP_001014324.2
6243	NP_001014326.1
6244	NP_001014327.1
6245	NP_001014335.2
6246	NP_001014338.1
6247	NP_001014344.2
6248	NP_001014348.1
6249	NP_001014351.1
6250	NP_001014354.1
6251	NP_001014356.2
6252	NP_001014362.1
6253	NP_001014375.1
6254	NP_001014389.2
6255	NP_001014819.1
6256	NP_001014829.3
6257	NP_001017358.1
6258	NP_001017399.1
6259	NP_001017401.1
6260	NP_001017539.2
6261	NP_001017549.2
6262	NP_001017559.1
6263	NP_001017569.1
6264	NP_001017574.1
6265	NP_001017575.1
6266	NP_001017577.1
6267	NP_001017579.1
6268	NP_001017582.1
6269	NP_001017589.2
6270	NP_001017590.1
6271	NP_001017593.1
6272	NP_001017597.1
6273	NP_001017601.1
6274	NP_001017604.2
6275	NP_001017609.1
6276	NP_001017610.1
6277	NP_001017614.1
6278	NP_001017615.1
6279	NP_001017617.1
6280	NP_001017620.1
6281	NP_001017622.2
6282	NP_001017627.1
6283	NP_001017628.1
6284	NP_001017631.2
6285	NP_001017638.1
6286	NP_001017639.1
6287	NP_001017640.1
6288	NP_001017641.1
6289	NP_001017648.1
6290	NP_001017652.1
6291	NP_001017657.1
6292	NP_001017661.1
6293	NP_001017666.1
6294	NP_001017667.1
6295	NP_001017669.2
6296	NP_001017682.2
6297	NP_001017684.1
6298	NP_001017690.1
6299	NP_001017691.1
6300	NP_001017694.1
6301	NP_001017697.1
6302	NP_001017699.1
6303	NP_001017701.1
6304	NP_001017703.1
6305	NP_001017710.2
6306	NP_001017723.1
6307	NP_001017727.1
6308	NP_001017737.1
6309	NP_001017738.1
6310	NP_001017739.1
6311	NP_001017745.3
6312	NP_001017753.1
6313	NP_001017754.1
6314	NP_001017757.1
6315	NP_001017759.1
6316	NP_001017760.1
6317	NP_001017761.1
6318	NP_001017774.1
6319	NP_001017777.1
6320	NP_001017779.2
6321	NP_001017806.1
6322	NP_001017811.1
6323	NP_001017812.1
6324	NP_001017816.1
6325	NP_001017820.1
6326	NP_001017823.1
6327	NP_001017828.1
6328	NP_001017835.1
6329	NP_001017836.1
6330	NP_001017842.1
6331	NP_001017850.1
6332	NP_001017851.2
6333	NP_001017852.1
6334	NP_001017861.1
6335	NP_001017862.1
6336	NP_001017866.2
6337	NP_001017869.1
6338	NP_001017874.1
6339	NP_001017875.1
6340	NP_001017880.1
6341	NP_001017884.1
6342	NP_001017885.1
6343	NP_001017893.1
6344	NP_001017895.1
6345	NP_001017896.1
6346	NP_001018116.1
6347	NP_001018136.2
6348	NP_001018160.1
6349	NP_001018166.1
6350	NP_001018176.1
6351	NP_001018301.1
6352	NP_001018328.2
6353	NP_001018333.1
6354	NP_001018334.1
6355	NP_001018344.2
6356	NP_001018359.1
6357	NP_001018383.1
6358	NP_001018384.1
6359	NP_001018386.2
6360	NP_001018388.1
6361	NP_001018389.1
6362	NP_001018391.1
6363	NP_001018395.1
6364	NP_001018397.1
6365	NP_001018401.1
6366	NP_001018427.1
6367	NP_001018431.1
6368	NP_001018436.1
6369	NP_001018441.1
6370	NP_001018443.1
6371	NP_001018444.2
6372	NP_001018459.1
6373	NP_001018460.1
6374	NP_001018469.1
6375	NP_001018480.1
6376	NP_001018487.1
6377	NP_001018511.1
6378	NP_001018512.1
6379	NP_001018516.1
6380	NP_001018523.1
6381	NP_001018526.1
6382	NP_001018527.1
6383	NP_001018534.1
6384	NP_001018556.1
6385	NP_001018570.1
6386	NP_001018573.1
6387	NP_001018585.1
6388	NP_001018587.1
6389	NP_001018588.1
6390	NP_001018589.1
6391	NP_001018591.1
6392	NP_001018593.1
6393	NP_001018596.1
6394	NP_001018597.1
6395	NP_001018598.1
6396	NP_001018601.1
6397	NP_001018602.1
6398	NP_001018603.1
6399	NP_001018606.1
6400	NP_001018607.1
6401	NP_001018608.1
6402	NP_001018611.1
6403	NP_001018621.2
6404	NP_001018625.1
6405	NP_001018651.1
6406	NP_001018660.1
6407	NP_001018875.2
6408	NP_001019244.1
6409	NP_001019395.1
6410	NP_001019544.1
6411	NP_001019548.1
6412	NP_001019574.1
6413	NP_001019577.1
6414	NP_001019582.1
6415	NP_001019585.1
6416	NP_001019586.1
6417	NP_001019591.1
6418	NP_001019596.1
6419	NP_001019601.2
6420	NP_001019611.1
6421	NP_001019612.1
6422	NP_001019618.1
6423	NP_001019622.1
6424	NP_001019822.1
6425	NP_001019836.1
6426	NP_001020122.2
6427	NP_001020345.1
6428	NP_001020348.1
6429	NP_001020349.1
6430	NP_001020353.1
6431	NP_001020469.1
6432	NP_001020473.1
6433	NP_001020641.1
6434	NP_001020657.1
6435	NP_001020679.1
6436	NP_001020682.1
6437	NP_001020691.1
6438	NP_001020706.2
6439	NP_001020711.1
6440	NP_001020717.1
6441	NP_001020718.2
6442	NP_001025137.2
6443	NP_001025237.1
6444	NP_001025239.1
6445	NP_001025241.2
6446	NP_001025247.1
6447	NP_001025248.2
6448	NP_001025255.1
6449	NP_001025256.2
6450	NP_001025262.1
6451	NP_001025275.1
6452	NP_001025279.1
6453	NP_001025285.1
6454	NP_001025291.1
6455	NP_001025298.1
6456	NP_001025305.1
6457	NP_001025312.1
6458	NP_001025337.1
6459	NP_001025343.1
6460	NP_001025346.1
6461	NP_001025350.1
6462	NP_001025352.2
6463	NP_001025355.1
6464	NP_001025356.1
6465	NP_001025370.1
6466	NP_001025383.1
6467	NP_001025395.1
6468	NP_001025398.1
6469	NP_001025412.1
6470	NP_001025419.1
6471	NP_001025421.1
6472	NP_001025432.2
6473	NP_001025433.1
6474	NP_001025439.2
6475	NP_001025446.1
6476	NP_001025447.1
6477	NP_001026843.2
6478	NP_001027010.1
6479	NP_001027011.2
6480	NP_001027538.1
6481	NP_001028265.1
6482	NP_001028268.1
6483	NP_001028272.1
6484	NP_001028274.1
6485	NP_001028275.1
6486	NP_001028277.1
6487	NP_001028762.1
6488	NP_001028767.2
6489	NP_001028768.1
6490	NP_001028893.1
6491	NP_001028899.2
6492	NP_001028901.1
6493	NP_001028902.1
6494	NP_001028906.1
6495	NP_001028916.1
6496	NP_001028923.1
6497	NP_001028924.2
6498	NP_001029346.1
6499	NP_001029347.1
6500	NP_001029355.1
6501	NP_001030143.1
6502	NP_001030146.2
6503	NP_001030148.1
6504	NP_001030149.2
6505	NP_001030155.1
6506	NP_001030160.1
6507	NP_001030161.1
6508	NP_001030338.2
6509	NP_001032178.1
6510	NP_001032185.1
6511	NP_001032187.1
6512	NP_001032191.2
6513	NP_001032201.1
6514	NP_001032450.1
6515	NP_001032481.2
6516	NP_001032489.1
6517	NP_001032493.2
6518	NP_001032499.2
6519	NP_001032505.2
6520	NP_001032664.1
6521	NP_001032669.1
6522	NP_001032756.3
6523	NP_001032761.1
6524	NP_001032774.1
6525	NP_001032791.3
6526	NP_001032793.2
6527	NP_001032797.1
6528	NP_001032894.2
6529	NP_001034153.1
6530	NP_001034154.1
6531	NP_001034446.1
6532	NP_001034710.1
6533	NP_001034716.1
6534	NP_001034722.1
6535	NP_001034725.1
6536	NP_001034768.1
6537	NP_001034893.1
6538	NP_001034896.1
6539	NP_001034911.1
6540	NP_001034914.1
6541	NP_001034927.1
6542	NP_001034979.1
6543	NP_001035079.1
6544	NP_001035099.3
6545	NP_001035132.1
6546	NP_001035135.2
6547	NP_001035140.1
6548	NP_001035141.1
6549	NP_001035342.2
6550	NP_001035398.1
6551	NP_001035400.1
6552	NP_001035411.2
6553	NP_001035412.1
6554	NP_001035426.1
6555	NP_001035431.2
6556	NP_001035433.1
6557	NP_001035442.1
6558	NP_001035456.2
6559	NP_001035458.1
6560	NP_001035468.1
6561	NP_001035471.1
6562	NP_001035472.1
6563	NP_001035480.1
6564	NP_001036151.1
6565	NP_001036153.2
6566	NP_001036166.1
6567	NP_001036183.1
6568	NP_001036209.1
6569	NP_001036213.1
6570	NP_001036218.1
6571	NP_001036786.1
6572	NP_001036799.1
6573	NP_001037789.1
6574	NP_001037793.1
6575	NP_001037799.2
6576	NP_001037815.1
6577	NP_001038174.2
6578	NP_001038211.1
6579	NP_001038221.1
6580	NP_001038224.1
6581	NP_001038229.2
6582	NP_001038231.1
6583	NP_001038238.1
6584	NP_001038239.1
6585	NP_001038240.1
6586	NP_001038245.1
6587	NP_001038247.2
6588	NP_001038248.1
6589	NP_001038256.1
6590	NP_001038260.1
6591	NP_001038262.1
6592	NP_001038274.1
6593	NP_001038276.1
6594	NP_001038289.2
6595	NP_001038295.1
6596	NP_001038309.1
6597	NP_001038317.1
6598	NP_001038318.2
6599	NP_001038321.1
6600	NP_001038325.1
6601	NP_001038334.2
6602	NP_001038335.1
6603	NP_001038336.2
6604	NP_001038338.1
6605	NP_001038339.1
6606	NP_001038348.1
6607	NP_001038353.1
6608	NP_001038374.1
6609	NP_001038380.1
6610	NP_001038394.1
6611	NP_001038404.1
6612	NP_001038412.1
6613	NP_001038417.1
6614	NP_001038418.1
6615	NP_001038428.1
6616	NP_001038432.1
6617	NP_001038446.1
6618	NP_001038457.1
6619	NP_001038459.1
6620	NP_001038472.1
6621	NP_001038474.1
6622	NP_001038486.1
6623	NP_001038488.2
6624	NP_001038502.1
6625	NP_001038508.1
6626	NP_001038513.1
6627	NP_001038515.1
6628	NP_001038519.1
6629	NP_001038548.2
6630	NP_001038550.1
6631	NP_001038574.2
6632	NP_001038575.1
6633	NP_001038576.1
6634	NP_001038578.1
6635	NP_001038590.1
6636	NP_001038592.1
6637	NP_001038603.1
6638	NP_001038613.1
6639	NP_001038622.2
6640	NP_001038629.1
6641	NP_001038647.1
6642	NP_001038650.1
6643	NP_001038653.1
6644	NP_001038655.2
6645	NP_001038656.1
6646	NP_001038659.2
6647	NP_001038660.1
6648	NP_001038669.1
6649	NP_001038684.3
6650	NP_001038696.1
6651	NP_001038699.2
6652	NP_001038711.1
6653	NP_001038714.1
6654	NP_001038718.1
6655	NP_001038722.1
6656	NP_001038732.2
6657	NP_001038733.1
6658	NP_001038741.2
6659	NP_001038744.1
6660	NP_001038749.1
6661	NP_001038754.1
6662	NP_001038757.2
6663	NP_001038764.1
6664	NP_001038771.1
6665	NP_001038776.1
6666	NP_001038784.1
6667	NP_001038799.2
6668	NP_001038806.1
6669	NP_001038809.1
6670	NP_001038819.1
6671	NP_001038823.1
6672	NP_001038824.1
6673	NP_001038827.1
6674	NP_001038829.1
6675	NP_001038831.1
6676	NP_001038837.1
6677	NP_001038852.1
6678	NP_001038854.1
6679	NP_001038856.1
6680	NP_001038883.1
6681	NP_001038892.1
6682	NP_001038895.1
6683	NP_001038896.1
6684	NP_001038905.2
6685	NP_001038907.1
6686	NP_001038919.1
6687	NP_001038920.1
6688	NP_001038922.1
6689	NP_001038930.1
6690	NP_001038935.2
6691	NP_001038936.1
6692	NP_001039027.1
6693	NP_001039029.2
6694	NP_001039313.1
6695	NP_001041471.1
6696	NP_001041520.1
6697	NP_001041528.1
6698	NP_001041532.2
6699	NP_001041614.1
6700	NP_001068571.1
6701	NP_001068573.1
6702	NP_001068578.1
6703	NP_001070033.1
6704	NP_001070038.1
6705	NP_001070043.2
6706	NP_001070054.2
6707	NP_001070066.1
6708	NP_001070073.1
6709	NP_001070074.1
6710	NP_001070076.1
6711	NP_001070081.1
6712	NP_001070088.1
6713	NP_001070094.2
6714	NP_001070096.1
6715	NP_001070113.1
6716	NP_001070115.2
6717	NP_001070132.1
6718	NP_001070192.1
6719	NP_001070193.1
6720	NP_001070194.1
6721	NP_001070198.3
6722	NP_001070200.1
6723	NP_001070204.2
6724	NP_001070208.1
6725	NP_001070218.1
6726	NP_001070227.1
6727	NP_001070231.1
6728	NP_001070232.1
6729	NP_001070234.2
6730	NP_001070244.2
6731	NP_001070615.1
6732	NP_001070616.1
6733	NP_001070623.1
6734	NP_001070628.1
6735	NP_001070630.1
6736	NP_001070632.1
6737	NP_001070634.1
6738	NP_001070638.1
6739	NP_001070639.1
6740	NP_001070643.1
6741	NP_001070723.1
6742	NP_001070724.1
6743	NP_001070743.1
6744	NP_001070748.1
6745	NP_001070759.2
6746	NP_001070762.1
6747	NP_001070765.2
6748	NP_001070770.2
6749	NP_001070780.2
6750	NP_001070796.1
6751	NP_001070807.1
6752	NP_001070813.3
6753	NP_001070815.1
6754	NP_001070823.1
6755	NP_001070847.1
6756	NP_001070857.1
6757	NP_001070861.1
6758	NP_001070898.1
6759	NP_001070936.1
6760	NP_001070999.1
6761	NP_001071003.1
6762	NP_001071004.1
6763	NP_001071005.1
6764	NP_001071007.1
6765	NP_001071010.2
6766	NP_001071011.1
6767	NP_001071019.1
6768	NP_001071020.1
6769	NP_001071022.1
6770	NP_001071024.3
6771	NP_001071028.1
6772	NP_001071031.1
6773	NP_001071036.1
6774	NP_001071037.2
6775	NP_001071038.1
6776	NP_001071052.1
6777	NP_001071066.1
6778	NP_001071070.1
6779	NP_001071072.1
6780	NP_001071080.1
6781	NP_001071086.1
6782	NP_001071120.1
6783	NP_001071184.1
6784	NP_001071186.1
6785	NP_001071196.2
6786	NP_001071198.1
6787	NP_001071199.1
6788	NP_001071200.1
6789	NP_001071203.1
6790	NP_001071210.2
6791	NP_001071225.1
6792	NP_001071227.1
6793	NP_001071250.1
6794	NP_001071256.2
6795	NP_001071269.1
6796	NP_001071270.1
6797	NP_001071273.1
6798	NP_001071274.1
6799	NP_001073128.1
6800	NP_001073146.1
6801	NP_001073148.1
6802	NP_001073151.1
6803	NP_001073381.1
6804	NP_001073413.1
6805	NP_001073432.1
6806	NP_001073443.1
6807	NP_001073460.2
6808	NP_001073463.1
6809	NP_001073464.2
6810	NP_001073471.1
6811	NP_001073472.1
6812	NP_001073489.1
6813	NP_001073494.1
6814	NP_001073505.1
6815	NP_001073508.1
6816	NP_001073517.1
6817	NP_001073533.1
6818	NP_001073534.1
6819	NP_001073536.1
6820	NP_001073537.1
6821	NP_001073555.1
6822	NP_001073556.1
6823	NP_001073635.1
6824	NP_001073637.1
6825	NP_001073641.1
6826	NP_001073648.1
6827	NP_001073661.1
6828	NP_001074029.1
6829	NP_001074030.1
6830	NP_001074034.1
6831	NP_001074040.1
6832	NP_001074044.1
6833	NP_001074051.1
6834	NP_001074064.2
6835	NP_001074069.2
6836	NP_001074072.1
6837	NP_001074074.1
6838	NP_001074075.2
6839	NP_001074078.1
6840	NP_001074084.1
6841	NP_001074085.2
6842	NP_001074090.1
6843	NP_001074104.1
6844	NP_001074107.1
6845	NP_001074109.1
6846	NP_001074111.1
6847	NP_001074116.1
6848	NP_001074117.1
6849	NP_001074120.1
6850	NP_001074130.1
6851	NP_001074143.1
6852	NP_001074153.1
6853	NP_001074160.1
6854	NP_001074165.1
6855	NP_001074171.2
6856	NP_001074222.1
6857	NP_001076265.2
6858	NP_001076267.1
6859	NP_001076274.1
6860	NP_001076279.1
6861	NP_001076282.1
6862	NP_001076293.2
6863	NP_001076297.1
6864	NP_001076304.1
6865	NP_001076305.1
6866	NP_001076306.1
6867	NP_001076308.1
6868	NP_001076309.1
6869	NP_001076315.1
6870	NP_001076319.1
6871	NP_001076321.1
6872	NP_001076322.1
6873	NP_001076324.1
6874	NP_001076329.1
6875	NP_001076332.2
6876	NP_001076333.1
6877	NP_001076337.1
6878	NP_001076356.1
6879	NP_001076366.1
6880	NP_001076369.1
6881	NP_001076385.1
6882	NP_001076389.1
6883	NP_001076395.1
6884	NP_001076402.1
6885	NP_001076415.1
6886	NP_001076422.1
6887	NP_001076423.1
6888	NP_001076477.1
6889	NP_001076480.1
6890	NP_001076485.1
6891	NP_001076493.1
6892	NP_001076498.1
6893	NP_001076509.1
6894	NP_001076512.1
6895	NP_001076538.2
6896	NP_001076553.1
6897	NP_001076559.1
6898	NP_001076592.1
6899	NP_001077009.1
6900	NP_001077011.1
6901	NP_001077013.1
6902	NP_001077016.1
6903	NP_001077021.1
6904	NP_001077036.1
6905	NP_001077045.1
6906	NP_001077048.1
6907	NP_001077049.1
6908	NP_001077052.1
6909	NP_001077281.2
6910	NP_001077283.1
6911	NP_001077299.1
6912	NP_001077300.1
6913	NP_001077310.1
6914	NP_001077312.1
6915	NP_001077319.1
6916	NP_001077322.2
6917	NP_001077323.1
6918	NP_001077324.2
6919	NP_001077328.1
6920	NP_001077336.1
6921	NP_001082792.1
6922	NP_001082804.1
6923	NP_001082808.2
6924	NP_001082812.1
6925	NP_001082821.1
6926	NP_001082825.1
6927	NP_001082832.1
6928	NP_001082840.1
6929	NP_001082841.1
6930	NP_001082855.1
6931	NP_001082867.1
6932	NP_001082883.1
6933	NP_001082925.1
6934	NP_001082933.1
6935	NP_001082945.1
6936	NP_001082963.1
6937	NP_001082965.1
6938	NP_001082969.2
6939	NP_001082970.1
6940	NP_001082984.1
6941	NP_001082991.1
6942	NP_001082992.1
6943	NP_001083002.1
6944	NP_001083014.1
6945	NP_001083046.1
6946	NP_001083047.1
6947	NP_001087196.1
6948	NP_001091660.1
6949	NP_001091668.1
6950	NP_001091717.1
6951	NP_001091720.1
6952	NP_001091726.2
6953	NP_001091859.1
6954	NP_001091950.1
6955	NP_001091958.1
6956	NP_001092206.1
6957	NP_001092207.1
6958	NP_001092211.1
6959	NP_001092216.1
6960	NP_001092217.1
6961	NP_001092219.1
6962	NP_001092228.1
6963	NP_001092229.1
6964	NP_001092242.1
6965	NP_001092245.1
6966	NP_001092246.1
6967	NP_001092700.1
6968	NP_001092711.1
6969	NP_001092712.1
6970	NP_001092716.1
6971	NP_001092721.2
6972	NP_001092723.1
6973	NP_001092725.1
