	Gene1 (Latimeria)	Score1	Gene2 (Danio)	Score2
6410	XP_006005384.1	333 	NP_001295904.1	333 
6411	XP_006005387.1	2482	NP_001334600.1	2652
6412	XP_006005402.1	173 	NP_957059.1	173 
6413	XP_006005407.1	125 	NP_001153310.2	125 
6414	XP_006005409.1	141 	NP_001314827.1	142 
6415	XP_006005417.1	332 	NP_938184.1	314 
6416	XP_006005425.1	754 	XP_021324876.1	761 
6417	XP_006005426.1	496 	XP_005173925.1	490 
6418	XP_006005429.2	281 	NP_571786.2	282 
6419	XP_006005438.1	433 	NP_001096043.1	433 
6420	XP_006005447.1	436 	NP_001017852.1	436 
6421	XP_006005449.1	411 	XP_005157914.1	416 
6422	XP_006005451.1	257 	NP_001025137.2	257 
6423	XP_006005460.1	642 	NP_001073646.1	651 
6424	XP_006005462.1	738 	NP_001068578.1	725 
6425	XP_006005470.1	1008	XP_017212898.1	1020
6426	XP_006005471.1	410 	XP_005167099.1	424 
6427	XP_006005472.1	113 	XP_003199438.1	113 
6428	XP_006005473.1	390 	XP_009303958.1	390 
6429	XP_006005474.1	1107	XP_017212747.1	1137
6430	XP_006005476.2	718 	XP_698649.4	699 
6431	XP_006005478.2	688 	NP_956525.1	688 
6432	XP_006005489.1	1129	NP_775375.1	1133
6433	XP_006005495.2	530 	NP_001305881.1	506 
6434	XP_006005497.1	252 	XP_017211735.1	236 
6435	XP_006005499.2	591 	NP_001076460.1	591 
6436	XP_006005500.1	406 	NP_001009888.1	375 
6437	XP_006005501.1	511 	XP_002662615.5	529 
6438	XP_006005504.1	706 	NP_571630.2	702 
6439	XP_006005506.2	513 	XP_005165162.1	511 
6440	XP_006005508.1	387 	XP_001921623.4	387 
6441	XP_006005510.1	470 	XP_021331728.1	468 
6442	XP_006005513.1	439 	NP_997966.1	440 
6443	XP_006005521.1	318 	NP_998535.1	318 
6444	XP_006005522.1	313 	NP_001019610.1	313 
6445	XP_006005524.1	508 	NP_001103932.1	499 
6446	XP_006005542.1	381 	NP_001189382.1	381 
6447	XP_006005545.1	236 	NP_956679.1	251 
6448	XP_006005547.1	425 	NP_956344.1	424 
6449	XP_006005552.1	715 	XP_005171232.1	715 
6450	XP_006005554.1	415 	NP_001002122.1	455 
6451	XP_006005556.1	617 	NP_991118.1	617 
6452	XP_006005557.1	617 	XP_021327451.1	607 
6453	XP_006005558.1	915 	NP_001008645.1	915 
6454	XP_006005563.1	664 	XP_003200725.1	670 
6455	XP_006005565.1	295 	XP_005165283.1	308 
6456	XP_006005570.1	538 	XP_005168754.1	538 
6457	XP_006005581.1	588 	XP_017209285.1	566 
6458	XP_006005582.1	270 	NP_001013483.1	266 
6459	XP_006005585.1	521 	NP_955968.2	521 
6460	XP_006005586.1	347 	XP_003198040.1	350 
6461	XP_006005595.1	781 	XP_699335.4	758 
6462	XP_006005605.2	760 	XP_017206632.1	743 
6463	XP_006005610.1	614 	XP_009305675.1	634 
6464	XP_006005612.1	900 	XP_685302.4	897 
6465	XP_006005614.2	1407	NP_956367.1	1407
6466	XP_006005616.1	1598	XP_021332057.1	2461
6467	XP_006005617.1	2166	XP_021332058.1	2208
6468	XP_006005620.1	381 	XP_009292895.1	369 
6469	XP_006005624.1	1036	XP_009292901.1	1043
6470	XP_006005627.1	456 	XP_005160530.1	456 
6471	XP_006005628.1	498 	NP_998331.1	498 
6472	XP_006005633.2	374 	NP_956038.1	323 
6473	XP_006005634.2	966 	NP_001018323.2	966 
6474	XP_006005638.1	810 	NP_571581.2	797 
6475	XP_006005641.1	231 	XP_021336437.1	218 
6476	XP_006005653.1	956 	XP_009304711.1	962 
6477	XP_006005660.1	1015	NP_001007764.1	1015
6478	XP_006005661.1	178 	NP_001232896.1	166 
6479	XP_006005664.1	1409	XP_693227.4	1454
6480	XP_006005669.1	3434	XP_021322694.1	3362
6481	XP_006005671.1	511 	XP_001339046.3	511 
6482	XP_006005672.1	348 	NP_956139.1	348 
6483	XP_006005674.1	95.1	NP_001186962.1	95.1
6484	XP_006005676.1	571 	NP_571107.2	596 
6485	XP_006005681.1	316 	NP_835233.1	316 
6486	XP_006005682.1	401 	NP_956046.1	401 
6487	XP_006005685.1	618 	XP_021333507.1	597 
6488	XP_006005687.1	289 	XP_005159177.1	305 
6489	XP_006005690.1	364 	XP_001341750.1	364 
6490	XP_006005699.1	303 	XP_021322621.1	327 
6491	XP_006005707.1	268 	NP_001032770.1	268 
6492	XP_006005710.1	396 	XP_005162361.1	418 
6493	XP_006005712.1	310 	NP_001007782.1	291 
6494	XP_006005713.1	958 	NP_001003890.3	958 
6495	XP_006005730.1	311 	NP_001108564.1	311 
6496	XP_006005731.1	1219	XP_001919350.3	1228
6497	XP_006005734.1	258 	NP_956314.1	258 
6498	XP_006005738.2	1296	XP_017209335.2	1296
6499	XP_006005741.1	346 	NP_570983.2	373 
6500	XP_006005745.1	392 	XP_021333195.1	392 
6501	XP_006005750.1	1373	XP_009301341.1	1367
6502	XP_006005751.1	380 	XP_021333129.1	380 
6503	XP_006005757.1	563 	NP_001019244.1	563 
6504	XP_006005759.1	271 	NP_001006092.1	303 
6505	XP_006005770.1	256 	NP_957050.1	243 
6506	XP_006005775.1	196 	XP_021326365.1	229 
6507	XP_006005779.1	175 	NP_001292497.1	175 
6508	XP_006005780.1	104 	XP_689433.5	104 
6509	XP_006005797.1	690 	XP_009293904.1	671 
6510	XP_006005798.1	389 	NP_001035484.1	381 
6511	XP_006005805.2	470 	NP_956579.1	455 
6512	XP_006005806.1	231 	XP_005160883.1	253 
6513	XP_006005807.2	666 	XP_691475.2	668 
6514	XP_006005815.1	273 	XP_021325331.1	279 
6515	XP_006005816.1	748 	NP_001076337.1	748 
6516	XP_006005820.1	1184	XP_021335332.1	1206
6517	XP_006005823.1	146 	NP_571424.1	146 
6518	XP_006005825.1	730 	NP_001315482.1	747 
6519	XP_006005829.1	353 	NP_998606.1	358 
6520	XP_006005835.1	928 	NP_957319.1	929 
6521	XP_006005836.1	1432	XP_005165942.1	1481
6522	XP_006005843.1	227 	NP_001070768.1	211 
6523	XP_006005849.1	740 	XP_688661.4	713 
6524	XP_006005850.1	316 	NP_571302.1	324 
6525	XP_006005851.1	429 	NP_001129447.2	429 
6526	XP_006005852.2	385 	NP_803432.1	394 
6527	XP_006005854.1	853 	NP_001104702.1	853 
6528	XP_006005858.1	548 	XP_707868.2	603 
6529	XP_006005859.2	347 	NP_001119907.2	347 
6530	XP_006005860.1	919 	XP_009302929.1	919 
6531	XP_006005865.1	396 	NP_957249.2	385 
6532	XP_006005866.1	504 	XP_699028.2	504 
6533	XP_006005868.1	912 	XP_005172094.1	912 
6534	XP_006005870.1	607 	NP_571113.1	583 
6535	XP_006005871.1	312 	NP_001008607.1	312 
6536	XP_006005878.1	427 	XP_021334924.1	427 
6537	XP_006005883.1	381 	XP_009305962.1	381 
6538	XP_006005887.1	1189	XP_021323850.1	1310
6539	XP_006005890.1	1457	XP_005159737.1	1425
6540	XP_006005896.1	505 	XP_005167741.1	505 
6541	XP_006005903.1	287 	NP_999928.1	303 
6542	XP_006005911.1	1233	XP_009295477.1	1243
6543	XP_006005912.1	383 	NP_998085.1	384 
6544	XP_006005916.1	258 	NP_957377.2	275 
6545	XP_006005927.1	1741	NP_001007030.1	1765
6546	XP_006005938.1	1520	XP_009298413.1	1524
6547	XP_006005942.1	301 	XP_005163120.1	291 
6548	XP_006005944.1	436 	NP_001153442.1	421 
6549	XP_006005946.1	306 	XP_005164383.1	287 
6550	XP_006005947.1	1281	XP_001919340.4	1321
6551	XP_006005950.2	138 	XP_017209256.1	137 
6552	XP_006005953.1	627 	XP_005169570.1	625 
6553	XP_006005960.1	268 	XP_002663449.3	268 
6554	XP_006005961.1	262 	NP_996942.1	262 
6555	XP_006005964.1	781 	NP_571008.1	783 
6556	XP_006005966.1	542 	NP_571035.1	542 
6557	XP_006005967.1	163 	NP_957390.1	163 
6558	XP_006005968.1	61.2	NP_991144.1	61.2
6559	XP_006005969.2	285 	NP_001013539.2	278 
6560	XP_006005973.1	208 	NP_878290.1	206 
6561	XP_006005976.1	692 	NP_957408.1	698 
6562	XP_006005978.1	129 	NP_001230100.1	129 
6563	XP_006005979.1	361 	NP_001314786.1	357 
6564	XP_006005980.1	105 	NP_001268851.1	105 
6565	XP_006005981.1	661 	XP_707984.1	640 
6566	XP_006005987.2	414 	NP_001002599.1	414 
6567	XP_006005990.1	653 	NP_991198.1	635 
6568	XP_006005994.2	598 	XP_021335591.1	609 
6569	XP_006005997.1	795 	XP_005170816.1	778 
6570	XP_006006005.1	608 	NP_001119882.2	608 
6571	XP_006006016.1	450 	NP_001157278.1	469 
6572	XP_006006017.1	153 	NP_001313640.1	152 
6573	XP_006006018.1	620 	NP_001003572.1	620 
6574	XP_006006019.1	825 	XP_003198160.1	791 
6575	XP_006006020.1	263 	NP_956018.1	263 
6576	XP_006006024.1	552 	NP_001007052.3	527 
6577	XP_006006025.1	362 	NP_001038829.1	362 
6578	XP_006006026.2	228 	XP_001920424.4	228 
6579	XP_006006031.1	249 	NP_001025255.1	249 
6580	XP_006006032.1	286 	NP_001018337.1	286 
6581	XP_006006036.1	976 	XP_001335519.6	953 
6582	XP_006006039.1	404 	NP_001003483.1	409 
6583	XP_006006047.1	258 	XP_002661387.1	258 
6584	XP_006006048.1	924 	XP_002661386.1	924 
6585	XP_006006049.1	1645	NP_998471.1	1703
6586	XP_006006050.1	604 	XP_017209716.1	638 
6587	XP_006006054.2	626 	NP_001019602.2	641 
6588	XP_006006059.1	269 	XP_017208315.1	334 
6589	XP_006006061.1	885 	NP_998454.1	878 
6590	XP_006006070.1	87.8	NP_001074053.2	87.8
6591	XP_006006072.1	93.6	NP_852104.3	93.6
6592	XP_006006074.1	147 	NP_840078.1	147 
6593	XP_006006075.1	531 	XP_698448.3	545 
6594	XP_006006076.1	270 	XP_005166738.1	268 
6595	XP_006006078.1	545 	XP_005171775.1	548 
6596	XP_006006081.1	838 	NP_955979.1	838 
6597	XP_006006084.1	133 	XP_002667479.1	133 
6598	XP_006006087.1	363 	NP_001017574.1	369 
6599	XP_006006089.1	935 	NP_001314869.1	938 
6600	XP_006006091.1	645 	XP_005165765.1	675 
6601	XP_006006100.1	177 	XP_686282.3	177 
6602	XP_006006102.1	988 	XP_021334074.1	977 
6603	XP_006006105.1	861 	XP_021329029.1	844 
6604	XP_006006106.1	709 	NP_001020659.1	697 
6605	XP_006006108.1	193 	XP_021324404.1	193 
6606	XP_006006111.1	570 	NP_956598.1	568 
6607	XP_006006113.1	521 	NP_001006097.1	521 
6608	XP_006006114.1	218 	NP_001002215.2	218 
6609	XP_006006115.1	1438	NP_001077283.1	1447
6610	XP_006006116.1	718 	XP_021326382.1	717 
6611	XP_006006128.1	225 	NP_001073470.1	239 
6612	XP_006006129.1	297 	NP_001032189.1	313 
6613	XP_006006140.1	790 	XP_021322467.1	801 
6614	XP_006006142.1	506 	NP_001153766.1	512 
6615	XP_006006152.1	301 	NP_571067.1	305 
6616	XP_006006153.1	287 	NP_001004539.1	293 
6617	XP_006006154.2	237 	XP_021334877.1	237 
6618	XP_006006156.1	2187	XP_005157714.1	2218
6619	XP_006006160.1	343 	XP_001344183.4	342 
6620	XP_006006161.1	679 	XP_001344375.3	681 
6621	XP_006006164.1	541 	XP_689131.5	523 
6622	XP_006006165.1	352 	NP_001103852.1	359 
6623	XP_006006168.1	590 	XP_005157726.1	616 
6624	XP_006006171.1	1019	XP_021335075.1	1019
6625	XP_006006174.1	577 	NP_571151.1	570 
6626	XP_006006180.1	423 	XP_005157291.1	423 
6627	XP_006006183.1	479 	NP_001036183.1	479 
6628	XP_006006187.1	1618	XP_009294229.1	1612
6629	XP_006006190.1	357 	XP_002666478.4	357 
6630	XP_006006191.2	272 	NP_001006057.1	272 
6631	XP_006006193.1	749 	XP_005165254.1	749 
6632	XP_006006194.1	478 	NP_999897.1	478 
6633	XP_006006195.1	841 	XP_005165255.1	866 
6634	XP_006006196.1	843 	XP_021332181.1	842 
6635	XP_006006197.1	248 	NP_001003632.1	249 
6636	XP_006006198.1	661 	XP_005165169.1	661 
6637	XP_006006199.1	89.0	NP_001245158.1	89.0
6638	XP_006006203.1	461 	NP_001074055.1	461 
6639	XP_006006205.1	3298	XP_005160753.1	3319
6640	XP_006006210.1	1291	NP_001184253.1	1296
6641	XP_006006211.1	464 	NP_001074029.1	487 
6642	XP_006006219.2	131 	NP_001082812.1	131 
6643	XP_006006229.1	684 	XP_688194.1	684 
6644	XP_006006230.2	791 	XP_017214567.1	801 
6645	XP_006006231.2	63.5	NP_001289983.1	84.0
6646	XP_006006232.1	445 	NP_997896.1	451 
6647	XP_006006233.1	1145	XP_017210807.2	1145
6648	XP_006006235.1	531 	NP_001002363.1	531 
6649	XP_006006247.1	606 	XP_021325247.1	673 
6650	XP_006006249.1	601 	XP_021325248.1	657 
6651	XP_006006250.1	577 	NP_998206.1	538 
6652	XP_006006251.1	1415	NP_001076318.1	1402
6653	XP_006006252.1	922 	NP_001071079.1	917 
6654	XP_006006253.1	456 	NP_571957.2	456 
6655	XP_006006254.1	2223	XP_021334699.1	2209
6656	XP_006006261.2	355 	NP_998499.1	347 
6657	XP_006006263.1	529 	NP_001119915.1	529 
6658	XP_006006264.1	927 	XP_003199104.1	931 
6659	XP_006006266.1	710 	NP_001121708.1	714 
6660	XP_006006269.1	511 	XP_005161997.1	510 
6661	XP_006006283.1	114 	XP_003200198.1	118 
6662	XP_006006293.1	414 	XP_009292604.1	414 
6663	XP_006006294.2	681 	NP_001103509.1	687 
6664	XP_006006295.1	490 	NP_001002483.1	471 
6665	XP_006006300.1	180 	XP_005171408.2	190 
6666	XP_006006301.2	828 	NP_958465.1	830 
6667	XP_006006302.1	263 	XP_001337309.3	263 
6668	XP_006006307.2	613 	NP_956549.1	629 
6669	XP_006006312.1	955 	XP_692445.3	954 
6670	XP_006006318.2	442 	XP_021325578.1	418 
6671	XP_006006320.1	381 	XP_001341616.1	381 
6672	XP_006006323.1	546 	XP_021329286.1	546 
6673	XP_006006334.1	666 	XP_686234.7	666 
6674	XP_006006342.1	452 	NP_001314980.1	446 
6675	XP_006006343.1	451 	NP_001005769.1	460 
6676	XP_006006347.1	1517	XP_021333365.1	1507
6677	XP_006006350.1	1457	XP_021333369.1	1461
6678	XP_006006356.1	388 	XP_009299724.1	399 
6679	XP_006006360.1	657 	NP_001007311.1	687 
6680	XP_006006363.1	286 	NP_571499.2	294 
6681	XP_006006366.1	264 	NP_001314822.1	264 
6682	XP_006006367.1	945 	XP_021323274.1	957 
6683	XP_006006374.1	403 	NP_957128.1	403 
6684	XP_006006375.1	1134	XP_009304826.1	1107
6685	XP_006006377.1	333 	XP_021330053.1	317 
6686	XP_006006378.1	584 	XP_021335654.1	561 
6687	XP_006006379.1	304 	NP_001002126.2	318 
6688	XP_006006380.1	306 	NP_001303825.1	320 
6689	XP_006006382.2	320 	NP_001070103.2	314 
6690	XP_006006385.2	325 	NP_938187.2	306 
6691	XP_006006386.1	149 	XP_005162714.1	149 
6692	XP_006006397.2	367 	XP_021334305.1	353 
6693	XP_006006402.1	176 	NP_956823.1	201 
6694	XP_006006406.1	926 	XP_009294739.3	913 
6695	XP_006006408.1	1560	XP_021324694.1	1611
6696	XP_006006417.1	1581	XP_688089.3	1627
6697	XP_006006419.1	253 	NP_001004011.1	253 
6698	XP_006006422.1	1130	NP_001013284.1	1182
6699	XP_006006426.1	4519	XP_009291386.1	4470
6700	XP_006006430.1	650 	NP_001003823.1	635 
6701	XP_006006436.1	832 	XP_009297610.1	832 
6702	XP_006006442.1	335 	XP_691717.1	335 
6703	XP_006006444.1	768 	XP_001921013.4	745 
6704	XP_006006446.1	734 	NP_001070750.1	748 
6705	XP_006006448.1	100 	NP_001129051.1	122 
6706	XP_006006449.1	697 	NP_001005603.1	697 
6707	XP_006006450.1	413 	XP_005162628.1	413 
6708	XP_006006452.1	807 	NP_001038622.2	782 
6709	XP_006006453.1	568 	XP_697406.4	567 
6710	XP_006006464.1	622 	NP_919361.1	617 
6711	XP_006006466.1	620 	NP_956412.1	619 
6712	XP_006006468.1	1906	XP_021330640.1	1968
6713	XP_006006473.1	370 	XP_021336864.1	387 
6714	XP_006006478.1	409 	XP_017213197.1	427 
6715	XP_006006484.1	731 	NP_955934.1	740 
6716	XP_006006488.1	206 	NP_001028275.1	206 
6717	XP_006006491.1	468 	NP_001038278.1	464 
6718	XP_006006494.1	3014	NP_001091959.1	3060
6719	XP_006006498.1	263 	XP_021323098.1	278 
6720	XP_006006503.1	269 	NP_001002433.1	265 
6721	XP_006006504.1	568 	NP_001074134.1	595 
6722	XP_006006516.1	868 	XP_009304776.1	867 
6723	XP_006006517.1	866 	XP_009304777.1	864 
6724	XP_006006518.2	274 	XP_005156576.1	274 
6725	XP_006006519.2	266 	NP_998595.2	266 
6726	XP_006006520.1	759 	XP_003199737.2	759 
6727	XP_006006525.1	417 	XP_001344916.5	390 
6728	XP_006006527.1	326 	XP_005160004.1	331 
6729	XP_006006530.1	1007	XP_005163689.1	1033
6730	XP_006006533.1	476 	NP_956625.1	476 
6731	XP_006006546.2	746 	XP_005157997.1	770 
6732	XP_006006550.1	52.4	NP_001074455.1	52.4
6733	XP_006006552.2	1035	NP_001314874.1	1154
6734	XP_006006553.1	440 	NP_956208.1	440 
6735	XP_006006556.1	568 	NP_001002181.1	568 
6736	XP_006006562.1	260 	XP_021331510.1	260 
6737	XP_006006563.1	375 	NP_001007333.2	362 
6738	XP_006006564.1	150 	NP_001313646.1	170 
6739	XP_006006566.2	265 	NP_775342.2	243 
6740	XP_006006568.1	371 	XP_021331587.1	371 
6741	XP_006006569.1	638 	XP_021334858.1	624 
6742	XP_006006570.2	368 	NP_938185.2	369 
6743	XP_006006572.1	464 	NP_001004529.1	464 
6744	XP_006006574.1	246 	NP_001313479.1	266 
6745	XP_006006575.1	347 	XP_009305554.1	347 
6746	XP_006006576.1	1133	XP_009305849.2	1157
6747	XP_006006577.1	997 	XP_021332208.1	1058
6748	XP_006006578.1	1131	XP_021334341.1	1127
6749	XP_006006579.1	701 	XP_005172632.1	697 
6750	XP_006006582.2	503 	NP_001003421.1	483 
6751	XP_006006583.1	264 	XP_021322228.1	264 
6752	XP_006006588.1	298 	NP_999901.1	298 
6753	XP_006006589.1	247 	NP_001006013.2	247 
6754	XP_006006595.1	234 	NP_997851.1	234 
6755	XP_006006599.1	725 	XP_021322827.1	725 
6756	XP_006006602.1	264 	NP_955962.1	264 
6757	XP_006006603.1	884 	XP_005169941.1	886 
6758	XP_006006606.1	333 	NP_001272757.1	324 
6759	XP_006006607.1	389 	XP_009291467.1	369 
6760	XP_006006608.1	376 	NP_001007332.1	357 
6761	XP_006006609.1	535 	NP_001002716.1	535 
6762	XP_006006613.1	291 	NP_001004624.1	291 
6763	XP_006006614.1	582 	XP_696682.1	561 
6764	XP_006006615.1	1240	NP_001278636.1	1249
6765	XP_006006616.2	1030	XP_021324983.1	1030
6766	XP_006006621.1	1476	NP_955824.2	1433
6767	XP_006006624.1	790 	NP_991119.1	790 
6768	XP_006006625.1	519 	NP_001082955.1	519 
6769	XP_006006628.1	436 	NP_001018417.1	436 
6770	XP_006006634.1	319 	NP_001009559.1	319 
6771	XP_006006635.1	946 	NP_958863.1	946 
6772	XP_006006636.1	545 	NP_001025350.1	545 
6773	XP_006006639.1	392 	NP_001002752.1	392 
6774	XP_006006642.1	352 	XP_005164510.1	364 
6775	XP_006006645.1	362 	NP_955827.1	362 
6776	XP_006006650.2	490 	NP_001017591.1	491 
6777	XP_006006652.1	517 	XP_001345418.2	517 
6778	XP_006006653.1	136 	NP_001289406.1	136 
6779	XP_006006655.1	255 	NP_001315054.1	248 
6780	XP_006006656.1	160 	NP_001315055.1	139 
6781	XP_006006657.1	223 	NP_997910.1	183 
6782	XP_006006659.1	138 	NP_001108358.1	193 
6783	XP_006006660.1	308 	XP_009290360.1	307 
6784	XP_006006664.1	390 	XP_691080.3	381 
6785	XP_006006666.1	468 	XP_009300025.2	468 
6786	XP_006006672.1	982 	NP_001017914.3	959 
6787	XP_006006673.1	946 	NP_001268801.1	934 
6788	XP_006006674.1	550 	NP_963877.1	555 
6789	XP_006006678.1	381 	XP_021335788.1	365 
6790	XP_006006687.1	236 	XP_009304640.1	245 
6791	XP_006006690.1	480 	XP_005160055.1	480 
6792	XP_006006692.1	323 	NP_998113.1	323 
6793	XP_006006693.1	501 	NP_001017753.1	501 
6794	XP_006006694.1	445 	XP_005160041.1	445 
6795	XP_006006695.1	432 	XP_009290926.1	432 
6796	XP_006006696.1	143 	NP_001004013.1	143 
6797	XP_006006701.1	257 	XP_009304046.1	257 
6798	XP_006006702.2	493 	XP_005162220.1	493 
6799	XP_006006705.1	513 	XP_003200829.1	513 
6800	XP_006006707.1	1407	XP_021324399.1	1417
6801	XP_006006709.1	661 	NP_001018866.2	650 
6802	XP_006006715.1	409 	NP_001002566.1	409 
6803	XP_006006716.1	950 	XP_002665828.1	808 
6804	XP_006006719.1	1085	XP_017207940.1	1218
6805	XP_006006724.1	382 	NP_001018466.1	399 
6806	XP_006006729.1	500 	NP_001002475.1	482 
6807	XP_006006732.1	887 	XP_002667490.2	879 
6808	XP_006006735.1	363 	NP_001017802.1	332 
6809	XP_006006738.2	307 	XP_697409.4	306 
6810	XP_006006740.1	574 	NP_001119905.1	585 
6811	XP_006006744.1	607 	NP_001038723.1	565 
6812	XP_006006748.1	962 	XP_017213366.1	1008
6813	XP_006006749.1	350 	XP_001346643.3	351 
6814	XP_006006752.1	296 	NP_001018427.1	296 
6815	XP_006006753.1	243 	NP_001082855.1	243 
6816	XP_006006755.1	643 	NP_001007375.1	643 
6817	XP_006006756.1	338 	NP_001003471.1	338 
6818	XP_006006762.1	663 	NP_001139052.1	657 
6819	XP_006006763.1	634 	XP_009292494.1	628 
6820	XP_006006764.1	1425	XP_005160158.1	1382
6821	XP_006006767.1	393 	NP_001039316.1	390 
6822	XP_006006768.1	79.7	XP_009297123.1	78.6
6823	XP_006006773.2	1145	XP_009304405.1	1136
6824	XP_006006777.1	348 	XP_021323319.1	348 
6825	XP_006006778.1	202 	NP_001038863.1	202 
6826	XP_006006784.1	783 	NP_001269415.1	791 
6827	XP_006006790.1	799 	NP_001008585.1	818 
6828	XP_006006791.1	548 	XP_021335021.1	548 
6829	XP_006006795.1	469 	NP_001003628.1	469 
6830	XP_006006797.1	80.1	NP_001122013.1	80.1
6831	XP_006006802.1	151 	XP_009290310.2	128 
6832	XP_006006806.1	369 	NP_001315065.1	356 
6833	XP_006006808.1	291 	NP_956148.2	327 
6834	XP_006006810.1	243 	NP_001017358.1	242 
6835	XP_006006811.1	176 	NP_998041.1	164 
6836	XP_006006812.1	352 	NP_001018426.1	352 
6837	XP_006006814.1	898 	NP_001013524.1	922 
6838	XP_006006817.1	1372	XP_005163228.1	1379
6839	XP_006006818.1	1282	XP_021326180.1	1290
6840	XP_006006819.1	585 	XP_683754.2	585 
6841	XP_006006822.1	554 	NP_956083.1	542 
6842	XP_006006824.2	204 	XP_005163268.1	228 
6843	XP_006006832.2	316 	XP_003200666.1	315 
6844	XP_006006833.1	341 	NP_998030.1	329 
6845	XP_006006840.1	729 	NP_001071070.1	721 
6846	XP_006006842.2	669 	NP_001013287.2	697 
6847	XP_006006843.1	717 	NP_957475.1	717 
6848	XP_006006844.1	246 	NP_956294.1	244 
6849	XP_006006851.1	472 	NP_001333171.1	469 
6850	XP_006006852.1	2276	XP_021324249.1	2280
6851	XP_006006853.1	436 	NP_001106955.1	434 
6852	XP_006006855.1	687 	NP_957019.1	687 
6853	XP_006006858.1	1607	XP_699171.3	1652
6854	XP_006006862.1	758 	XP_017209499.1	751 
6855	XP_006006864.1	766 	NP_001018437.1	765 
6856	XP_006006866.1	2227	NP_001038656.1	2279
6857	XP_006006868.1	656 	NP_571414.1	669 
6858	XP_006006871.1	555 	NP_997972.1	578 
6859	XP_006006873.1	862 	NP_001292482.1	896 
6860	XP_006006874.1	377 	NP_001025275.1	377 
6861	XP_006006877.1	510 	NP_001002595.2	516 
6862	XP_006006879.1	426 	XP_021335268.1	432 
6863	XP_006006881.1	474 	XP_001341229.1	500 
6864	XP_006006882.1	800 	XP_005173001.1	788 
6865	XP_006006883.1	268 	NP_001135735.1	278 
6866	XP_006006889.1	180 	XP_021329023.1	198 
6867	XP_006006893.1	113 	NP_001191053.1	113 
6868	XP_006006895.1	702 	NP_955966.1	718 
6869	XP_006006898.1	391 	NP_955932.2	391 
6870	XP_006006900.1	462 	NP_001076267.1	443 
6871	XP_006006901.1	706 	XP_021332757.1	705 
6872	XP_006006905.2	1215	XP_005166645.1	1199
6873	XP_006006906.1	1102	XP_005161170.1	1132
6874	XP_006006907.1	1074	NP_001020353.1	1104
6875	XP_006006908.2	123 	XP_683935.4	121 
6876	XP_006006909.1	411 	NP_001038517.1	382 
6877	XP_006006910.1	269 	NP_001070239.2	275 
6878	XP_006006912.1	2875	XP_005156738.1	2880
6879	XP_006006927.1	210 	XP_021323341.1	209 
6880	XP_006006933.1	719 	XP_005171643.1	719 
6881	XP_006006935.1	143 	NP_001096662.1	150 
6882	XP_006006936.1	74.3	XP_005172114.1	74.3
6883	XP_006006937.1	391 	NP_001082815.1	391 
